iter	RMSE
1664	1.877790947
1665	1.877752839
1666	1.877726714
1667	1.877648282
1668	1.877617591
1669	1.877561926
1670	1.877473806
1671	1.877396694
1672	1.877351983
1673	1.877307335
1674	1.877256407
1675	1.877230891
1676	1.877185854
1677	1.877101663
1678	1.876702689
1679	1.876644068
1680	1.87659307
1681	1.876558419
1682	1.876511408
1683	1.87644593
1684	1.876406204
1685	1.876375145
1686	1.876349713
1687	1.876266311
1688	1.876212096
1689	1.876173042
1690	1.876134048
1691	1.876102605
1692	1.876069211
1693	1.876020725
1694	1.875977082
1695	1.87593097
1696	1.875889749
1697	1.875859127
1698	1.875824179
1699	1.875779767
1700	1.875743347
1701	1.875693893
1702	1.875639161
1703	1.875608892
1704	1.875559214
1705	1.875534343
1706	1.875502221
1707	1.875448612
1708	1.875381887
1709	1.875351088
1710	1.875298497
1711	1.875242849
1712	1.875166486
1713	1.875117683
1714	1.875080179
1715	1.874959299
1716	1.874863261
1717	1.874822377
1718	1.87479219
1719	1.874740394
1720	1.874565888
1721	1.874525098
1722	1.874425771
1723	1.874388675
1724	1.874344123
1725	1.874297396
1726	1.874256978
1727	1.874225273
1728	1.874119587
1729	1.874089328
1730	1.874045162
1731	1.874004865
1732	1.873795815
1733	1.873742522
1734	1.873658055
1735	1.873605522
1736	1.87357267
1737	1.873396529
1738	1.87335659
1739	1.873296362
1740	1.873234088
1741	1.872828716
1742	1.872793969
1743	1.872723519
1744	1.872695297
1745	1.872638923
1746	1.872508815
1747	1.872463559
1748	1.872420635
1749	1.872381333
1750	1.872338503
1751	1.872298508
1752	1.872108972
1753	1.872065354
1754	1.87197371
1755	1.871939994
1756	1.871788588
1757	1.871755467
1758	1.871695215
1759	1.871663507
1760	1.871631178
1761	1.871514218
1762	1.871488874
1763	1.871408395
1764	1.871378703
1765	1.871289655
1766	1.871271227
1767	1.871233612
1768	1.871209403
1769	1.871176047
1770	1.871120288
1771	1.871065949
1772	1.87097135
1773	1.870935993
1774	1.87078323
1775	1.870642215
1776	1.870460523
1777	1.870374777
1778	1.870222317
1779	1.870194559
1780	1.870135486
1781	1.870107472
1782	1.870065804
1783	1.870038264
1784	1.87001
1785	1.869965848
1786	1.869944069
1787	1.869897813
1788	1.869848602
1789	1.869804379
1790	1.869772941
1791	1.86972191
1792	1.869676425
1793	1.869648425
1794	1.869608291
1795	1.869462016
1796	1.869430969
1797	1.869394824
1798	1.869329895
1799	1.869269504
1800	1.86920508
1801	1.869033862
1802	1.869004911
1803	1.86898345
1804	1.868866623
1805	1.868829597
1806	1.868805377
1807	1.868781546
1808	1.868740383
1809	1.868598138
1810	1.868558371
1811	1.868527094
1812	1.868424171
1813	1.868358052
1814	1.86831662
1815	1.868281641
1816	1.868250377
1817	1.868215064
1818	1.868174225
1819	1.868151053
1820	1.868119575
1821	1.868093963
1822	1.868049168
1823	1.868008035
1824	1.867981055
1825	1.867946298
1826	1.867732299
1827	1.86765085
1828	1.867492134
1829	1.867425246
1830	1.867394458
1831	1.867331325
1832	1.867300398
1833	1.867270446
1834	1.867231406
1835	1.867208375
1836	1.867171902
1837	1.867097952
1838	1.867072927
1839	1.867001345
1840	1.866961199
1841	1.866933628
1842	1.866796475
1843	1.866697659
1844	1.86646802
1845	1.86642904
1846	1.866398427
1847	1.866289265
1848	1.866258649
1849	1.866231562
1850	1.86619232
1851	1.866161215
1852	1.866110818
1853	1.866084573
1854	1.866058137
1855	1.865980181
1856	1.86592148
1857	1.865897211
1858	1.865851026
1859	1.865776665
1860	1.865698096
1861	1.86565121
1862	1.865627712
1863	1.865578212
1864	1.86551867
1865	1.865442489
1866	1.86541953
1867	1.86535521
1868	1.865333126
1869	1.865303196
1870	1.8652678
1871	1.865234501
1872	1.865195299
1873	1.865169969
1874	1.865098612
1875	1.865066316
1876	1.865025878
1877	1.864985628
1878	1.864957222
1879	1.864881122
1880	1.864833377
1881	1.864799514
1882	1.864656492
1883	1.86444893
1884	1.864392866
1885	1.864297163
1886	1.864181207
1887	1.864094508
1888	1.864051933
1889	1.863946899
1890	1.863844911
1891	1.863818023
1892	1.863763256
1893	1.863735627
1894	1.863664095
1895	1.86362932
1896	1.863604211
1897	1.863568563
1898	1.863552127
1899	1.863506296
1900	1.863468192
1901	1.863446605
1902	1.863375975
1903	1.863314456
1904	1.863264869
1905	1.863231202
1906	1.863189227
1907	1.863107407
1908	1.863051067
1909	1.863014265
1910	1.862980693
1911	1.862948458
1912	1.862865507
1913	1.862835382
1914	1.862782045
1915	1.862754149
1916	1.862679766
1917	1.862551347
1918	1.862513767
1919	1.862474797
1920	1.862434105
1921	1.862407259
1922	1.86224627
1923	1.862216842
1924	1.862189223
1925	1.862151426
1926	1.862114257
1927	1.861944477
1928	1.861851862
1929	1.861814806
1930	1.86177765
1931	1.861739675
1932	1.86168425
1933	1.861647895
1934	1.86156426
1935	1.861515805
1936	1.861478986
1937	1.861454147
1938	1.861414571
1939	1.861397389
1940	1.86137413
1941	1.86132353
1942	1.861276285
1943	1.861219184
1944	1.861192541
1945	1.861169054
1946	1.860989035
1947	1.860964433
1948	1.86087696
1949	1.860829909
1950	1.860760373
1951	1.860645444
1952	1.860605947
1953	1.860573358
1954	1.860409153
1955	1.860368481
1956	1.86034251
1957	1.860260916
1958	1.860224493
1959	1.860199958
1960	1.860151776
1961	1.86009516
1962	1.860010572
1963	1.859948762
1964	1.859889155
1965	1.859871588
1966	1.859830152
1967	1.859808674
1968	1.859729856
1969	1.85965203
1970	1.859539885
1971	1.85949484
1972	1.859442642
1973	1.85940843
1974	1.859369954
1975	1.859298601
1976	1.859199869
1977	1.859164017
1978	1.859009543
1979	1.85897358
1980	1.858912652
1981	1.858877132
1982	1.85885573
1983	1.858830392
1984	1.858791156
1985	1.858757423
1986	1.858731861
1987	1.858687105
1988	1.858645306
1989	1.858502482
1990	1.85833163
1991	1.858181219
1992	1.858151909
1993	1.858002932
1994	1.857987513
1995	1.857932811
1996	1.857912854
1997	1.857884346
1998	1.857809443
1999	1.857780714
2000	1.857408032
2001	1.857334016
2002	1.857297857
2003	1.857282144
2004	1.857129285
2005	1.857063709
2006	1.857046956
2007	1.857013435
2008	1.85698683
2009	1.856954836
2010	1.856927336
2011	1.856883039
2012	1.856852614
2013	1.856807828
2014	1.856783973
2015	1.856676055
2016	1.856644486
2017	1.856590251
2018	1.856442242
2019	1.856408149
2020	1.856361554
2021	1.856344737
2022	1.856250018
2023	1.856206049
2024	1.856161502
2025	1.856127905
2026	1.856110947
2027	1.856089663
2028	1.856048514
2029	1.856032576
2030	1.855967498
2031	1.855901287
2032	1.855750103
2033	1.85567809
2034	1.855646314
2035	1.855619429
2036	1.855587831
2037	1.855498045
2038	1.85543127
2039	1.855399824
2040	1.855335831
2041	1.855285512
2042	1.855216232
2043	1.855181071
2044	1.855152322
2045	1.855127275
2046	1.855078498
2047	1.855032178
2048	1.854951914
2049	1.854898558
2050	1.854841973
2051	1.854816189
2052	1.854713327
2053	1.854563542
2054	1.854508071
2055	1.854445509
2056	1.854132522
2057	1.854105577
2058	1.85403709
2059	1.853985673
2060	1.853917301
2061	1.85377181
2062	1.85373839
2063	1.85370756
2064	1.853571446
2065	1.853548243
2066	1.853524064
2067	1.853488649
2068	1.853451083
2069	1.853427353
2070	1.853390697
2071	1.853266156
2072	1.853006091
2073	1.852954768
2074	1.852892342
2075	1.852823063
2076	1.852773247
2077	1.852753337
2078	1.852737509
2079	1.852704416
2080	1.85268468
2081	1.852630665
2082	1.852482789
2083	1.852452743
2084	1.852415648
2085	1.852137027
2086	1.852117759
2087	1.852049889
2088	1.852024899
2089	1.852001434
2090	1.851950775
2091	1.851897136
2092	1.85174965
2093	1.851712362
2094	1.851685961
2095	1.851658573
2096	1.851611722
2097	1.851567493
2098	1.851529058
2099	1.851499098
2100	1.851477153
2101	1.851404799
2102	1.851380698
2103	1.851326718
2104	1.851293528
2105	1.851274003
2106	1.851223304
2107	1.851174974
2108	1.851064927
2109	1.850941797
2110	1.850896096
2111	1.850879497
2112	1.850813294
2113	1.850741258
2114	1.850716592
2115	1.850663763
2116	1.850643483
2117	1.850581868
2118	1.850538863
2119	1.850493695
2120	1.850460726
2121	1.85039488
2122	1.850361911
2123	1.850309263
2124	1.850241065
2125	1.850189273
2126	1.850003796
2127	1.849930839
2128	1.849898211
2129	1.84985571
2130	1.849820642
2131	1.849801406
2132	1.849761743
2133	1.849694755
2134	1.849624301
2135	1.849580116
2136	1.849191361
2137	1.849156989
2138	1.849106015
2139	1.849036244
2140	1.849011297
2141	1.848980062
2142	1.848865547
2143	1.84884063
2144	1.84881087
2145	1.848761905
2146	1.84867936
2147	1.84861119
2148	1.848580465
2149	1.848472952
2150	1.848446903
2151	1.848428146
2152	1.848406379
2153	1.848362405
2154	1.848338495
2155	1.848228511
2156	1.848183337
2157	1.848128175
2158	1.848096068
2159	1.847610658
2160	1.847576704
2161	1.847552844
2162	1.847504432
2163	1.847456775
2164	1.847427306
2165	1.847322182
2166	1.847306727
2167	1.847273745
2168	1.847162375
2169	1.84712608
2170	1.847109483
2171	1.847049075
2172	1.847025176
2173	1.846998554
2174	1.846969152
2175	1.84689819
2176	1.846612619
2177	1.846476626
2178	1.846381516
2179	1.846266133
2180	1.846240227
2181	1.846077173
2182	1.845952431
2183	1.845911639
