iter	RMSE
186	2.347437526
187	2.345801239
188	2.344342775
189	2.342260557
190	2.34002268
191	2.339512792
192	2.338885764
193	2.33759402
194	2.334565995
195	2.332609413
196	2.331111732
197	2.329117671
198	2.327040014
199	2.325238461
200	2.324818202
201	2.324125881
202	2.322301463
203	2.32058001
204	2.318029441
205	2.315975986
206	2.31377907
207	2.31252028
208	2.311390021
209	2.309833129
210	2.308301305
211	2.306725538
212	2.30443455
213	2.302641978
214	2.30209584
215	2.300041631
216	2.298056825
217	2.296353143
218	2.294966877
219	2.292850934
220	2.291614682
221	2.29087088
222	2.288710197
223	2.288091281
224	2.286478083
225	2.284868154
226	2.284069058
227	2.281927315
228	2.280159051
229	2.277886401
230	2.276865345
231	2.275414983
232	2.273794243
233	2.272607892
234	2.271696816
235	2.270227905
236	2.268849811
237	2.267061217
238	2.265616344
239	2.264427849
240	2.263068099
241	2.261739185
242	2.260060971
243	2.259056576
244	2.257640959
245	2.256415905
246	2.254833047
247	2.252891305
248	2.25113699
249	2.250044409
250	2.248531857
251	2.24639019
252	2.245371284
253	2.243736643
254	2.242037827
255	2.239821484
256	2.238231192
257	2.236957998
258	2.235342451
259	2.233682414
260	2.232994749
261	2.231333221
262	2.230164262
263	2.228828028
264	2.226873017
265	2.225252084
266	2.223653487
267	2.221664434
268	2.220181164
269	2.218897121
270	2.217777211
271	2.215973535
272	2.215007425
273	2.213727005
274	2.212468726
275	2.211413896
276	2.209428648
277	2.208873854
278	2.207436152
279	2.206214548
280	2.205274232
281	2.203965777
282	2.203110252
283	2.201693661
284	2.200212381
285	2.198793028
286	2.197547571
287	2.195965352
288	2.194671137
289	2.193386344
290	2.191513269
291	2.189836993
292	2.188517659
293	2.187219312
294	2.185726291
295	2.184163309
296	2.183050267
297	2.181692317
298	2.180648957
299	2.178992937
300	2.177914362
301	2.176807013
302	2.175341525
303	2.17446202
304	2.173685431
305	2.172101591
306	2.170563008
307	2.169577432
308	2.168543914
309	2.166813254
310	2.165522537
311	2.164268147
312	2.163580043
313	2.162440199
314	2.16083867
315	2.159351302
316	2.158090599
317	2.157140795
318	2.156479295
319	2.1557638
320	2.15518626
321	2.153933573
322	2.152804981
323	2.151788322
324	2.151020641
325	2.15028216
326	2.149336231
327	2.148208481
328	2.146892355
329	2.145919051
330	2.144506114
331	2.143278185
332	2.142221732
333	2.141563139
334	2.14060927
335	2.139744033
336	2.138546931
337	2.137473673
338	2.13630041
339	2.135406327
340	2.134450691
341	2.133583148
342	2.132776444
343	2.131719894
344	2.130481361
345	2.129823188
346	2.128916583
347	2.127909171
348	2.127294547
349	2.126404979
350	2.125426523
351	2.124619344
352	2.123698747
353	2.122556446
354	2.121759242
355	2.12118688
356	2.120050811
357	2.119501679
358	2.118047739
359	2.117161054
360	2.115751798
361	2.114773284
362	2.113895753
363	2.113086042
364	2.112379207
365	2.111753899
366	2.111118555
367	2.110397653
368	2.109659562
369	2.108774982
370	2.107852376
371	2.107343173
372	2.10660255
373	2.105314288
374	2.104584387
375	2.10372382
376	2.102793652
377	2.101923651
378	2.101252455
379	2.100343247
380	2.099485623
381	2.098619767
382	2.097744388
383	2.097184869
384	2.096615633
385	2.09610886
386	2.095545825
387	2.09496686
388	2.092318479
389	2.091757847
390	2.091326117
391	2.090844985
392	2.090090199
393	2.089642222
394	2.089044547
395	2.088582552
396	2.088120667
397	2.087162337
398	2.086337148
399	2.085606816
400	2.085071658
401	2.084240824
402	2.083544569
403	2.083154771
404	2.082330367
405	2.081860085
406	2.081177906
407	2.080712372
408	2.080295282
409	2.079677968
410	2.079130843
411	2.078186689
412	2.077570889
413	2.07704182
414	2.076084747
415	2.075459133
416	2.074761319
417	2.073835048
418	2.073036667
419	2.072604881
420	2.07215127
421	2.071252631
422	2.070792989
423	2.070313135
424	2.069774552
425	2.069236691
426	2.068683885
427	2.068175711
428	2.067670788
429	2.067137457
430	2.066562014
431	2.066171476
432	2.065392401
433	2.064676758
434	2.06431436
435	2.06385952
436	2.063604732
437	2.061705678
438	2.061204186
439	2.060611208
440	2.06012136
441	2.059492959
442	2.058958152
443	2.058515378
444	2.058141729
445	2.057650975
446	2.056859665
447	2.056313009
448	2.055942653
449	2.055671894
450	2.0553441
451	2.054835522
452	2.054184511
453	2.053668377
454	2.053275441
455	2.052765215
456	2.052382821
457	2.051530835
458	2.051147342
459	2.050534354
460	2.050002871
461	2.049670185
462	2.049286461
463	2.04892787
464	2.048568276
465	2.048209455
466	2.047622478
467	2.047320352
468	2.046930648
469	2.046523664
470	2.046307161
471	2.045809378
472	2.045353712
473	2.045044108
474	2.044472897
475	2.044098958
476	2.043570549
477	2.043123552
478	2.042543428
479	2.042146741
480	2.041753803
481	2.041350569
482	2.041015876
483	2.040670599
484	2.040296433
485	2.039866784
486	2.039294386
487	2.038848697
488	2.038386341
489	2.038134562
490	2.037625931
491	2.037288524
492	2.037002625
493	2.036658909
494	2.036396342
495	2.03579803
496	2.035618287
497	2.035332407
498	2.034777775
499	2.034437246
500	2.033777062
501	2.033261148
502	2.032952294
503	2.032615906
504	2.032269215
505	2.032055441
506	2.031746098
507	2.031448797
508	2.03109938
509	2.030737423
510	2.030226814
511	2.029767965
512	2.029460044
513	2.028786992
514	2.028605592
515	2.028339847
516	2.028093534
517	2.027870133
518	2.027593842
519	2.027291723
520	2.026951394
521	2.026705313
522	2.026281656
523	2.026019037
524	2.025728469
525	2.025360937
526	2.025170937
527	2.024767396
528	2.024488249
529	2.024303449
530	2.023795607
531	2.023510935
532	2.02324707
533	2.022897044
534	2.022753875
535	2.022273111
536	2.021992737
537	2.021759928
538	2.02149903
539	2.020791175
540	2.02054444
541	2.020265906
542	2.020045512
543	2.019680343
544	2.019393981
545	2.019165742
546	2.018935708
547	2.018704171
548	2.018421412
549	2.018023457
550	2.017735586
551	2.017387386
552	2.017149303
553	2.016910416
554	2.016251817
555	2.016007849
556	2.015680105
557	2.014770279
558	2.014430282
559	2.014196217
560	2.013917897
561	2.013603357
562	2.013261659
563	2.012736894
564	2.012448916
565	2.012008074
566	2.011795532
567	2.011416677
568	2.011065136
569	2.010432251
570	2.010226952
571	2.00999968
572	2.009625118
573	2.009378866
574	2.009212807
575	2.008786613
576	2.008691571
577	2.008427552
578	2.008197497
579	2.008027127
580	2.007819724
581	2.007609906
582	2.007480672
583	2.007229402
584	2.006975014
585	2.006690475
586	2.006412541
587	2.006200289
588	2.005834932
589	2.005598961
590	2.005231568
591	2.004792279
592	2.004082719
593	2.003918922
594	2.003594479
595	2.002983015
596	2.00283962
597	2.002407594
598	2.002077036
599	2.001640981
600	2.001256206
601	2.000925107
602	2.000695093
603	2.000575524
604	2.000414437
605	2.000250292
606	2.000018186
607	1.999850949
608	1.999691525
609	1.999506485
610	1.999277035
611	1.999142374
612	1.998906716
613	1.998655158
614	1.998485041
615	1.998135535
616	1.998036979
617	1.997731048
618	1.99752252
619	1.997316746
620	1.997095035
621	1.99690896
622	1.996687896
623	1.996523034
624	1.996353423
625	1.996135363
626	1.995990808
627	1.99576136
628	1.99541677
629	1.995258843
630	1.994861793
631	1.994680521
632	1.994489793
633	1.994286009
634	1.994020418
635	1.993819254
636	1.993701478
637	1.993400347
638	1.9932144
639	1.99293932
640	1.992787458
641	1.992612504
642	1.992468095
643	1.992318901
644	1.992049629
645	1.9917633
646	1.9916229
647	1.991526959
648	1.99134462
649	1.991203467
650	1.991043775
651	1.990733396
652	1.990474578
653	1.990300653
654	1.989981343
655	1.9897521
656	1.989612451
657	1.989333439
658	1.988741349
659	1.988576531
660	1.988244603
661	1.98806863
662	1.987801967
663	1.987692173
664	1.987621927
665	1.987289257
666	1.987012316
667	1.986882738
668	1.986564665
669	1.986336847
670	1.986092799
671	1.985911869
672	1.985595491
673	1.985375415
674	1.985273839
675	1.985131856
676	1.985004606
677	1.984863973
678	1.984645437
679	1.98448185
680	1.984397132
681	1.984223614
682	1.984052196
683	1.983838065
684	1.983602195
685	1.983475347
686	1.983385225
687	1.983185215
688	1.983019082
689	1.982836747
690	1.982690872
691	1.98249755
692	1.982411901
693	1.982153632
694	1.982065941
695	1.981956286
696	1.981698806
697	1.981605737
698	1.981444654
699	1.981360333
700	1.981086986
701	1.980822971
702	1.980578936
703	1.980421554
704	1.980187007
705	1.980071431
706	1.979942747
707	1.979868065
708	1.979323956
709	1.979145543
710	1.978986935
711	1.978683752
712	1.978292467
713	1.978073554
714	1.977583043
715	1.977449027
716	1.977393453
717	1.977262815
718	1.977058365
719	1.976912728
720	1.976509138
721	1.976190933
722	1.975914608
723	1.975809931
724	1.975640671
725	1.975467745
726	1.975408998
727	1.975277478
728	1.97512288
729	1.97501255
730	1.974928976
731	1.974840227
732	1.974620632
733	1.974494788
734	1.974392527
735	1.974321069
736	1.974244919
737	1.974109857
738	1.973934592
739	1.973703809
740	1.973491965
741	1.973412031
742	1.97311358
743	1.972814766
744	1.972655042
745	1.97250199
746	1.972354502
747	1.972265554
748	1.972069237
749	1.971931912
750	1.97181536
751	1.971547503
752	1.971432608
753	1.971244255
754	1.971113904
755	1.970950579
756	1.970811939
757	1.970327941
758	1.970183486
759	1.970082086
760	1.969962895
761	1.96985921
762	1.969760328
763	1.969688211
764	1.969591759
765	1.969366986
766	1.969240422
767	1.969148482
768	1.969025415
769	1.968909176
770	1.968767071
771	1.968702318
772	1.968583045
773	1.96821062
774	1.968067867
775	1.967867113
776	1.967746088
777	1.967645327
778	1.96727222
779	1.967203672
780	1.967058993
781	1.966903727
782	1.966791443
783	1.966641923
784	1.966503782
785	1.966351043
786	1.965946637
787	1.96576373
788	1.965628208
789	1.965454152
790	1.965333104
791	1.965242456
792	1.965168263
793	1.965061236
794	1.964956457
795	1.964883896
796	1.964815826
797	1.964545549
798	1.964468412
799	1.964208964
800	1.964072996
801	1.963836813
802	1.963751085
803	1.963687059
804	1.963412563
805	1.963279616
806	1.962970066
807	1.962907825
808	1.962740053
809	1.962610607
810	1.962554372
811	1.962374507
812	1.962297872
813	1.962194323
814	1.962076903
815	1.96201846
816	1.961953097
817	1.961880294
818	1.961692241
819	1.961647621
820	1.961583283
821	1.961393329
822	1.961265257
823	1.961180319
824	1.961115898
825	1.961021399
826	1.960787675
827	1.960571415
828	1.960467073
829	1.960414063
830	1.960250954
831	1.960106109
832	1.959971549
833	1.959809148
834	1.959717135
835	1.959629555
836	1.959374126
837	1.959229918
838	1.959121574
839	1.958962193
840	1.958880182
841	1.958752381
842	1.958527352
843	1.958469063
844	1.958286302
845	1.958126548
846	1.957961633
847	1.957809279
848	1.957754815
849	1.957666845
850	1.957589839
851	1.957481485
852	1.957432024
853	1.957298681
854	1.957192705
855	1.95710775
856	1.957000811
857	1.956873298
858	1.956706178
859	1.956592583
860	1.956490681
861	1.956414266
862	1.956334147
863	1.956241025
864	1.956187065
865	1.956099469
866	1.95599868
867	1.955896485
868	1.955697799
869	1.955555144
870	1.955437668
871	1.955331515
872	1.955247677
873	1.955180321
874	1.95501434
875	1.954484091
876	1.954358176
877	1.954208348
878	1.954118931
879	1.953889495
880	1.953676569
881	1.953530567
882	1.953443656
883	1.953303445
884	1.953189621
885	1.952645194
886	1.952517226
887	1.952430248
888	1.952368176
889	1.952231847
890	1.951899306
891	1.951748582
892	1.951669722
893	1.951541403
894	1.951257207
895	1.951136402
896	1.951011215
897	1.950902519
898	1.950765545
899	1.950681391
900	1.950507539
901	1.950371724
902	1.950315248
903	1.950069499
904	1.949891104
905	1.949404641
906	1.948899163
907	1.948797249
908	1.948716472
909	1.948616559
910	1.948462437
911	1.948363235
912	1.948269773
913	1.948049242
914	1.947959544
915	1.947895949
916	1.947799927
917	1.947720034
918	1.947221486
919	1.947079712
920	1.946743871
921	1.94660168
922	1.946550403
923	1.946499177
924	1.946360388
925	1.946282694
926	1.946086525
927	1.945967372
928	1.945852944
929	1.945776279
930	1.945669781
931	1.945593928
932	1.945497313
933	1.945445278
934	1.945351604
935	1.945300363
936	1.94525998
937	1.945212058
938	1.945145337
939	1.945096358
940	1.945029632
941	1.944870556
942	1.944575255
943	1.944514472
944	1.944385613
945	1.944337733
946	1.944247665
947	1.944022714
948	1.94396836
949	1.943909044
950	1.943766239
951	1.943702921
952	1.943655486
953	1.943599544
954	1.94344463
955	1.943218913
956	1.943172021
957	1.943101689
958	1.942865555
959	1.942793837
960	1.942721079
961	1.942505627
962	1.9420155
963	1.94193591
964	1.941857603
965	1.941811416
966	1.941712531
967	1.941570491
968	1.941312254
969	1.941217112
970	1.941144238
971	1.941054682
972	1.940940898
973	1.940885747
974	1.940842124
975	1.940797623
976	1.940732573
977	1.940567219
978	1.940501544
979	1.940426876
980	1.940281399
981	1.940207345
982	1.940144744
983	1.940063279
984	1.939985267
985	1.939905636
986	1.939809934
987	1.939758623
988	1.93958952
989	1.939473304
990	1.939390823
991	1.939259028
992	1.939051711
993	1.938894638
994	1.938826013
995	1.938739087
996	1.938661495
997	1.938564074
998	1.938518533
999	1.938422031
1000	1.938176985
1001	1.9379361
1002	1.937815781
1003	1.937741011
1004	1.93763088
1005	1.937515207
1006	1.93745794
1007	1.937165155
1008	1.93706253
1009	1.93696106
1010	1.936822095
1011	1.936704387
1012	1.936639638
1013	1.936568294
1014	1.936515749
1015	1.936412344
1016	1.936360691
1017	1.936299316
1018	1.93624317
1019	1.936155516
1020	1.935691894
1021	1.935629501
1022	1.935495898
1023	1.935409561
1024	1.935296821
1025	1.93518383
1026	1.935101525
1027	1.935009468
1028	1.934739463
1029	1.934642384
1030	1.934503249
1031	1.934429756
1032	1.934358649
1033	1.934247798
1034	1.934150709
1035	1.934014459
1036	1.9339036
1037	1.933815035
1038	1.933604926
1039	1.933527313
1040	1.933441647
1041	1.933399587
1042	1.933257546
1043	1.933006261
1044	1.932873079
1045	1.93274247
1046	1.932585234
1047	1.932527571
1048	1.932425259
1049	1.932332637
1050	1.932263198
1051	1.931796875
1052	1.931719807
1053	1.931656005
1054	1.93158277
1055	1.931415952
1056	1.931371897
1057	1.931310736
1058	1.931253479
1059	1.931139431
1060	1.931092319
1061	1.931009311
1062	1.930938356
1063	1.930725158
1064	1.930663507
1065	1.930594144
1066	1.93046385
1067	1.930235116
1068	1.930142142
1069	1.93004435
1070	1.929959698
1071	1.929833931
1072	1.929785767
1073	1.929725964
1074	1.929655767
1075	1.929587742
1076	1.929289115
1077	1.929227697
1078	1.929167136
1079	1.929065396
1080	1.928986865
1081	1.928887313
1082	1.928795015
1083	1.928727458
1084	1.928594309
1085	1.928534479
1086	1.928466337
1087	1.928360326
1088	1.928324788
1089	1.928209696
1090	1.928121683
1091	1.927967787
1092	1.927890465
1093	1.927810554
1094	1.927752115
1095	1.927699611
1096	1.927647249
1097	1.927593866
1098	1.927508723
1099	1.927369972
1100	1.92721583
1101	1.927175572
1102	1.927054352
1103	1.926971341
1104	1.926917139
1105	1.92685076
1106	1.926749446
1107	1.926698698
1108	1.926604914
1109	1.926512058
1110	1.926445756
1111	1.926383417
1112	1.926225134
1113	1.925775796
1114	1.925559447
1115	1.925492703
1116	1.925388821
1117	1.925350659
1118	1.925272627
1119	1.925138992
1120	1.925049424
1121	1.92495233
1122	1.924771964
1123	1.924608441
1124	1.924555581
1125	1.924506387
1126	1.924442986
1127	1.924309195
1128	1.924231081
1129	1.924144278
1130	1.92406565
1131	1.923990368
1132	1.923849493
1133	1.923787128
1134	1.923654612
1135	1.923584491
1136	1.923466492
1137	1.92340098
1138	1.92334673
1139	1.923259682
1140	1.923061156
1141	1.922959144
1142	1.922828239
1143	1.922768083
1144	1.922693285
1145	1.922566132
1146	1.92251459
1147	1.922433786
1148	1.922390724
1149	1.922320644
1150	1.922272017
1151	1.922204847
1152	1.922144377
1153	1.922079578
1154	1.921990834
1155	1.921918475
1156	1.921861822
1157	1.921560692
1158	1.921479318
1159	1.921419731
1160	1.92129561
1161	1.921203539
1162	1.921072825
1163	1.920979212
1164	1.920823492
1165	1.920757706
1166	1.920679526
1167	1.92060668
1168	1.920452522
1169	1.920320434
1170	1.920198661
1171	1.920123264
1172	1.920031291
1173	1.919990929
1174	1.919542504
1175	1.919462511
1176	1.919360916
1177	1.919279734
1178	1.919199076
1179	1.919104074
1180	1.918849903
1181	1.918791728
1182	1.918689601
1183	1.918481167
1184	1.918416185
1185	1.918342363
1186	1.91831003
1187	1.918254269
1188	1.918199382
1189	1.918080414
1190	1.917995954
1191	1.917939685
1192	1.917887053
1193	1.917833427
1194	1.917700292
1195	1.917622036
1196	1.917572876
1197	1.917446304
1198	1.917174391
1199	1.917133423
1200	1.916927517
1201	1.916716821
1202	1.916659825
1203	1.916614821
1204	1.916440837
1205	1.916375183
1206	1.91630919
1207	1.916255339
1208	1.916171194
1209	1.916066429
1210	1.916007504
1211	1.91595125
1212	1.915841364
1213	1.915770861
1214	1.915737715
1215	1.915617389
1216	1.915580022
1217	1.915477063
1218	1.915389555
1219	1.915249778
1220	1.915134365
1221	1.915055948
1222	1.914989308
1223	1.914743718
1224	1.914667631
1225	1.914595506
1226	1.914492105
1227	1.914442056
1228	1.91438793
1229	1.914305212
1230	1.914224493
1231	1.91416286
1232	1.914109502
1233	1.914034624
1234	1.913923494
1235	1.913844782
1236	1.913606171
1237	1.913553957
1238	1.913485609
1239	1.913389722
1240	1.913316346
1241	1.913252619
1242	1.91313698
1243	1.913024835
1244	1.912967751
1245	1.912904324
1246	1.912879519
1247	1.912828255
1248	1.912718532
1249	1.912552789
1250	1.912400132
1251	1.91234504
1252	1.911904884
1253	1.911858684
1254	1.911790969
1255	1.911713111
1256	1.911636249
1257	1.911530282
1258	1.911482849
1259	1.911372056
1260	1.911309426
1261	1.911110317
1262	1.911046124
1263	1.910990967
1264	1.910789104
1265	1.910717787
1266	1.910653409
1267	1.91056853
1268	1.910382849
1269	1.910311358
1270	1.910116515
1271	1.91003704
1272	1.909986389
1273	1.909799368
1274	1.909743134
1275	1.909683093
1276	1.909621896
1277	1.90955011
1278	1.909281302
1279	1.909182337
1280	1.909132368
1281	1.909049213
1282	1.908975603
1283	1.908914259
1284	1.908841588
1285	1.90873234
1286	1.908673414
1287	1.908626679
1288	1.908576924
1289	1.908467803
1290	1.908180387
1291	1.907983526
1292	1.907888514
1293	1.907783715
1294	1.907731312
1295	1.907575378
1296	1.907514872
1297	1.907452888
1298	1.90739372
1299	1.907350667
1300	1.90728164
1301	1.907200259
1302	1.907131814
1303	1.907083036
1304	1.907026087
1305	1.906894637
1306	1.906860789
1307	1.906829579
1308	1.906723154
1309	1.906673679
1310	1.906625801
1311	1.906558491
1312	1.90651968
1313	1.906416607
1314	1.906376044
1315	1.906296583
1316	1.906249797
1317	1.906189955
1318	1.906130749
1319	1.906033406
1320	1.905920144
1321	1.905758221
1322	1.905562222
1323	1.905450371
1324	1.905392377
1325	1.905314191
1326	1.905280188
1327	1.905098287
1328	1.90504286
1329	1.904993935
1330	1.904867746
1331	1.904810521
1332	1.904756767
1333	1.904725435
1334	1.904591792
1335	1.904511542
1336	1.904468671
1337	1.904397461
1338	1.904320393
1339	1.904166359
1340	1.904097139
1341	1.903982671
1342	1.903925614
1343	1.903888144
1344	1.903839955
1345	1.903785605
1346	1.90358582
1347	1.903537195
1348	1.903497405
1349	1.90343622
1350	1.903376669
1351	1.903301555
1352	1.90323411
1353	1.903201067
1354	1.903131184
1355	1.903061071
1356	1.903006218
1357	1.902876043
1358	1.902710314
1359	1.902653986
1360	1.90257923
1361	1.902519457
1362	1.902448702
1363	1.902377106
1364	1.902298325
1365	1.902260506
1366	1.902148011
1367	1.902093176
1368	1.902044243
1369	1.901941686
1370	1.901892803
1371	1.901840135
1372	1.901777843
1373	1.901727073
1374	1.901633733
1375	1.901592055
1376	1.901548819
1377	1.901461861
1378	1.901402318
1379	1.901359707
1380	1.901298013
1381	1.901231399
1382	1.901183165
1383	1.901153599
1384	1.901108654
1385	1.901016988
1386	1.900867504
1387	1.900794108
1388	1.900740618
1389	1.900670999
1390	1.900629836
1391	1.900462798
1392	1.900421896
1393	1.90037344
1394	1.900330255
1395	1.900215022
1396	1.900120868
1397	1.900051708
1398	1.899968394
1399	1.899842092
1400	1.899803126
1401	1.899758586
1402	1.899683047
1403	1.899448904
1404	1.899255811
1405	1.899207689
1406	1.899123906
1407	1.899051844
1408	1.898991584
1409	1.898911173
1410	1.898847618
1411	1.898755085
1412	1.89869063
1413	1.898625357
1414	1.898567467
1415	1.898530238
1416	1.89845345
1417	1.898355304
1418	1.898289012
1419	1.898230509
1420	1.898167897
1421	1.898020007
1422	1.897925708
1423	1.897870205
1424	1.89779956
1425	1.89774765
1426	1.897559595
1427	1.897506172
1428	1.897468122
1429	1.897393709
1430	1.897332471
1431	1.897277896
1432	1.897092771
1433	1.897005321
1434	1.896958409
1435	1.896830958
1436	1.896799869
1437	1.896678826
1438	1.896629843
1439	1.896592158
1440	1.896293362
1441	1.89625562
1442	1.896215353
1443	1.896069841
1444	1.896001576
1445	1.895951522
1446	1.895770768
1447	1.895592421
1448	1.895528865
1449	1.895469542
1450	1.895416303
1451	1.895281368
1452	1.895228303
1453	1.895029385
1454	1.894988345
1455	1.894924066
1456	1.894769528
1457	1.894696853
1458	1.894640907
1459	1.894518957
1460	1.894469786
1461	1.894424649
1462	1.89436236
1463	1.894301608
1464	1.894263199
1465	1.894208806
1466	1.894103862
1467	1.894039954
1468	1.893973688
1469	1.893932913
1470	1.893844904
1471	1.893679456
1472	1.893646217
1473	1.893571989
1474	1.893454541
1475	1.893383363
1476	1.893331192
1477	1.893277652
1478	1.893241839
1479	1.893123403
1480	1.893052058
1481	1.89295561
1482	1.892904477
1483	1.892862922
1484	1.892793719
1485	1.892661048
1486	1.892596284
1487	1.892548266
1488	1.892513114
1489	1.892457357
1490	1.892280716
1491	1.892191872
1492	1.891900036
1493	1.891769651
1494	1.891685024
1495	1.891591864
1496	1.891542449
1497	1.891441127
1498	1.891382769
1499	1.891274794
1500	1.891184244
1501	1.891046636
1502	1.890943222
1503	1.890874593
1504	1.8908152
1505	1.890768689
1506	1.890729413
1507	1.890641271
1508	1.890574919
1509	1.890530072
1510	1.890428603
1511	1.890255203
1512	1.890164662
1513	1.890101541
1514	1.890032627
1515	1.889861791
1516	1.889824275
1517	1.889676193
1518	1.889595849
1519	1.889517834
1520	1.889457727
1521	1.889223029
1522	1.889160573
1523	1.888930584
1524	1.888753525
1525	1.888559169
1526	1.888507367
1527	1.888445555
1528	1.888386128
1529	1.888331988
1530	1.888283845
1531	1.888189022
1532	1.887993865
1533	1.887965264
1534	1.887915481
1535	1.887809122
1536	1.887732823
1537	1.887679027
1538	1.887598211
1539	1.887542172
1540	1.887431467
1541	1.887387462
1542	1.887302199
1543	1.887268792
1544	1.887189342
1545	1.887027992
1546	1.886936897
1547	1.886895103
1548	1.886844786
1549	1.886767289
1550	1.886711264
1551	1.886668378
1552	1.88663293
1553	1.886570868
1554	1.886521117
1555	1.886471442
1556	1.886406896
1557	1.886386536
1558	1.886296835
1559	1.886132788
1560	1.886099353
1561	1.886017857
1562	1.885978029
1563	1.885946441
1564	1.885868819
1565	1.885724594
1566	1.885687664
1567	1.885634055
1568	1.885498283
1569	1.885432756
1570	1.885383531
1571	1.885304094
1572	1.885269335
1573	1.885201351
1574	1.885168843
1575	1.88509097
1576	1.885058811
1577	1.88502087
1578	1.884950446
1579	1.884864002
1580	1.884740667
1581	1.884291681
1582	1.884224365
1583	1.884181861
1584	1.884098917
1585	1.883929808
1586	1.883896337
1587	1.883852639
1588	1.883763937
1589	1.883704003
1590	1.883643362
1591	1.883609928
1592	1.883561819
1593	1.883528235
1594	1.883422402
1595	1.883342717
1596	1.883128498
1597	1.883076694
1598	1.882956991
1599	1.882896383
1600	1.882820122
1601	1.882765986
1602	1.882720078
1603	1.882684111
1604	1.88248373
1605	1.882427636
1606	1.882393284
1607	1.882311167
1608	1.88226821
1609	1.882172429
1610	1.882123971
1611	1.881757309
1612	1.881634481
1613	1.881600168
1614	1.881508579
1615	1.881352302
1616	1.88132195
1617	1.88125173
1618	1.881179155
1619	1.881106923
1620	1.881060839
1621	1.881024498
1622	1.88099358
1623	1.880899926
1624	1.880721869
1625	1.880659089
1626	1.880594757
1627	1.880560871
1628	1.880527164
1629	1.880494273
1630	1.880424886
1631	1.880377458
1632	1.88033444
1633	1.880256083
1634	1.880074975
1635	1.880001817
1636	1.879957548
1637	1.87991744
1638	1.879827417
1639	1.879764033
1640	1.879569769
1641	1.879539565
1642	1.879484752
1643	1.879320723
1644	1.879161231
1645	1.879134741
1646	1.879099795
1647	1.878990601
1648	1.878949265
1649	1.878858844
1650	1.878721734
1651	1.878680966
1652	1.878623442
1653	1.87852071
1654	1.8784713
1655	1.878398453
1656	1.878322883
1657	1.878291207
1658	1.878254341
1659	1.878091785
1660	1.878048615
1661	1.877949529
1662	1.877892526
1663	1.87783573
